state,date,sector,supply
Perlis,2022-11-01,local_public,1051.0052994169957
Melaka,2022-11-01,local_public,807.0560379916469
Sabah,2022-11-01,local_public,1048.1930096491326
Johor,2022-11-01,local_public,1078.3333505513451
Kelantan,2022-12-01,local_public,1198.467363867597
Negeri Sembilan,2022-12-01,local_public,1180.3660269477525
Terengganu,2022-12-01,local_public,813.6970886353181
Kedah,2022-12-01,local_public,1110.565785073596
Sarawak,2022-12-01,local_public,889.8862622104791
Pahang,2022-12-01,local_public,1029.1355937022156
W.P. Labuan,2022-12-01,local_public,1133.5278475200407
Selangor,2022-12-01,local_public,835.6685516564728
Perak,2022-12-01,local_public,1182.1275651479164
Pulau Pinang,2022-12-01,local_public,850.9967885785858
Perlis,2022-12-01,local_public,1069.1357169320534
Melaka,2022-12-01,local_public,1074.9901001056503
Sabah,2022-12-01,local_public,1016.239544739408
Johor,2022-12-01,local_public,821.8007190660737
Kelantan,2023-01-01,local_public,1046.1638446580903
Negeri Sembilan,2023-01-01,local_public,1059.2614174793607
Terengganu,2023-01-01,local_public,1166.5869569134597
Kedah,2023-01-01,local_public,1066.3977017599645
Sarawak,2023-01-01,local_public,836.3844214762479
Pahang,2023-01-01,local_public,937.3479591212132
W.P. Labuan,2023-01-01,local_public,929.7838343324094
Selangor,2023-01-01,local_public,1036.3202591557729
Perak,2023-01-01,local_public,824.5137465492483
Pulau Pinang,2023-01-01,local_public,1064.6694538954152
Perlis,2023-01-01,local_public,924.7496668822376
Melaka,2023-01-01,local_public,794.9430304786215
Sabah,2023-01-01,local_public,836.641766091053
Johor,2023-01-01,local_public,1105.4023327593077
Kelantan,2023-02-01,local_public,1098.783999138284
Negeri Sembilan,2023-02-01,local_public,909.7820929983501
Terengganu,2023-02-01,local_public,760.4077851436638
Kedah,2023-02-01,local_public,1087.5946270373515
Sarawak,2023-02-01,local_public,820.4528988439587
Pahang,2023-02-01,local_public,1025.9616306038695
W.P. Labuan,2023-02-01,local_public,837.7969456997234
Selangor,2023-02-01,local_public,940.5766026721471
Perak,2023-02-01,local_public,782.9870865143928
Pulau Pinang,2023-02-01,local_public,1044.9900211009954
Perlis,2023-02-01,local_public,979.502618620713
Melaka,2023-02-01,local_public,821.4338377923997
Sabah,2023-02-01,local_public,959.6158549633927
Johor,2023-02-01,local_public,1027.1273982252517
Kelantan,2023-03-01,local_public,970.4741907314261
Negeri Sembilan,2023-03-01,local_public,1208.7866338955307
Terengganu,2023-03-01,local_public,997.2990771437251
Kedah,2023-03-01,local_public,1163.8292929814916
Sarawak,2023-03-01,local_public,1169.73340874317
Pahang,2023-03-01,local_public,976.2066436662043
W.P. Labuan,2023-03-01,local_public,1128.581325792973
Selangor,2023-03-01,local_public,1073.4593878176777
Perak,2023-03-01,local_public,1082.4307067475875
Pulau Pinang,2023-03-01,local_public,966.6032886361597
Perlis,2023-03-01,local_public,969.0733100572085
Melaka,2023-03-01,local_public,1128.551165862023
Sabah,2023-03-01,local_public,1065.1037525432998
Johor,2023-03-01,local_public,842.7774085386701
Kelantan,2023-04-01,local_public,911.3289818808909
Negeri Sembilan,2023-04-01,local_public,1143.1020290892773
Terengganu,2023-04-01,local_public,867.0775175165879
Kedah,2023-04-01,local_public,1186.0176470364063
Sarawak,2023-04-01,local_public,1036.5331760011727
Pahang,2023-04-01,local_public,1115.3221745113033
W.P. Labuan,2023-04-01,local_public,1134.9210669204263
Selangor,2023-04-01,local_public,1031.3762687116648
Perak,2023-04-01,local_public,870.5865263288874
Pulau Pinang,2023-04-01,local_public,843.4704182835276
Perlis,2023-04-01,local_public,966.2118934060518
Melaka,2023-04-01,local_public,1070.5517135522696
Sabah,2023-04-01,local_public,1102.9330379758026
Johor,2023-04-01,local_public,925.510549575796
Kelantan,2023-05-01,local_public,914.704889638062
Negeri Sembilan,2023-05-01,local_public,982.9841824420628
Terengganu,2023-05-01,local_public,1199.4820729285427
Kedah,2023-05-01,local_public,976.5700757676477
Sarawak,2023-05-01,local_public,1052.64453280204
Pahang,2023-05-01,local_public,1199.1571739797132
W.P. Labuan,2023-05-01,local_public,1116.6425375279491
Selangor,2023-05-01,local_public,1239.102800332455
Perak,2023-05-01,local_public,964.9655921319937
Pulau Pinang,2023-05-01,local_public,1241.9908058176761
Perlis,2023-05-01,local_public,1234.7112471239502
Melaka,2023-05-01,local_public,1131.581614376728
Sabah,2023-05-01,local_public,1012.9533110565424
Johor,2023-05-01,local_public,1215.9340120714423
Kelantan,2023-06-01,local_public,1092.0044447246387
Negeri Sembilan,2023-06-01,local_public,1252.640483089715
Terengganu,2023-06-01,local_public,1202.5530029758545
Kedah,2023-06-01,local_public,1079.963028080598
Sarawak,2023-06-01,local_public,1036.1486653853196
Pahang,2023-06-01,local_public,913.4034052985994
W.P. Labuan,2023-06-01,local_public,935.5046092431902
Selangor,2023-06-01,local_public,1055.1648651923983
Perak,2023-06-01,local_public,994.9556917058799
Pulau Pinang,2023-06-01,local_public,1198.5641287943897
Perlis,2023-06-01,local_public,1245.3306511360308
Melaka,2023-06-01,local_public,1003.4879072089698
Sabah,2023-06-01,local_public,886.0293481593133
Johor,2023-06-01,local_public,1024.5408829737764
Kelantan,2023-07-01,local_public,937.6209685830034
Negeri Sembilan,2023-07-01,local_public,860.1977400807124
Terengganu,2023-07-01,local_public,1084.387460339458
Kedah,2023-07-01,local_public,1236.466794428163
Sarawak,2023-07-01,local_public,1009.4939295898703
Pahang,2023-07-01,local_public,1053.9993148057167
W.P. Labuan,2023-07-01,local_public,933.267681355683
Selangor,2023-07-01,local_public,1243.94317049875
Perak,2023-07-01,local_public,1109.1426166884908
Pulau Pinang,2023-07-01,local_public,996.6153462134932
Perlis,2023-07-01,local_public,1004.1740782452279
Melaka,2023-07-01,local_public,860.1458708920159
Sabah,2023-07-01,local_public,1015.5147691455021
Johor,2023-07-01,local_public,1003.8083266282276
Kelantan,2023-08-01,local_public,1178.8661388481985
Negeri Sembilan,2023-08-01,local_public,1087.2279106838382
Terengganu,2023-08-01,local_public,1080.7283908484856
Kedah,2023-08-01,local_public,1206.5048530684455
Sarawak,2023-08-01,local_public,1065.8991949875399
Pahang,2023-08-01,local_public,951.1109843755718
W.P. Labuan,2023-08-01,local_public,1235.639441037039
Selangor,2023-08-01,local_public,1079.653693011336
Perak,2023-08-01,local_public,1060.718579212303
Pulau Pinang,2023-08-01,local_public,1081.2486287801385
Perlis,2023-08-01,local_public,1093.4198855536067
Melaka,2023-08-01,local_public,1284.6300712954064
Sabah,2023-08-01,local_public,1095.1145810662324
Johor,2023-08-01,local_public,1243.6426721443013
Kelantan,2023-09-01,local_public,978.9586826502458
Negeri Sembilan,2023-09-01,local_public,1048.2946067859343
Terengganu,2023-09-01,local_public,1227.8384037245396
Kedah,2023-09-01,local_public,1135.322988979117
Sarawak,2023-09-01,local_public,985.6680044714846
Pahang,2023-09-01,local_public,1106.6019676941714
W.P. Labuan,2023-09-01,local_public,1239.742603717281
Selangor,2023-09-01,local_public,1128.5797304062935
Perak,2023-09-01,local_public,935.8611361286106
Pulau Pinang,2023-09-01,local_public,1130.3356619972799
Perlis,2023-09-01,local_public,1130.8590581805158
Melaka,2023-09-01,local_public,1154.3256047989612
Sabah,2023-09-01,local_public,1054.729093863836
Johor,2023-09-01,local_public,1107.973598291162
Kelantan,2023-10-01,local_public,1159.19734362197
Negeri Sembilan,2023-10-01,local_public,1111.23096735279
Terengganu,2023-10-01,local_public,1050.3396389447353
Kedah,2023-10-01,local_public,1223.9271076917928
Sarawak,2023-10-01,local_public,1202.9266649368572
Pahang,2023-10-01,local_public,1193.693470245331
W.P. Labuan,2023-10-01,local_public,1046.9754835850583
Selangor,2023-10-01,local_public,918.6062420800481
Perak,2023-10-01,local_public,1275.5477180567468
Pulau Pinang,2023-10-01,local_public,923.9092967443408
Perlis,2023-10-01,local_public,966.4387899451762
Melaka,2023-10-01,local_public,1088.602580832919
Sabah,2023-10-01,local_public,1154.8577164725498
Johor,2023-10-01,local_public,1114.3780534009368
Kelantan,2023-11-01,local_public,1084.9514643734694
Negeri Sembilan,2023-11-01,local_public,900.69321157801
Terengganu,2023-11-01,local_public,986.0928444344256
Kedah,2023-11-01,local_public,1101.5033792201523
Sarawak,2023-11-01,local_public,1239.170589058605
Pahang,2023-11-01,local_public,947.6847761316151
W.P. Labuan,2023-11-01,local_public,1032.8583484462586
Selangor,2023-11-01,local_public,853.4481455435771
Perak,2023-11-01,local_public,1083.1288110128276
Pulau Pinang,2023-11-01,local_public,1001.6675171953011
Perlis,2023-11-01,local_public,1059.6005548038534
Melaka,2023-11-01,local_public,991.4534532393258
Sabah,2023-11-01,local_public,1080.4920534286073
Johor,2023-11-01,local_public,1114.437977993822
Kelantan,2023-12-01,local_public,941.4705886052574
Negeri Sembilan,2023-12-01,local_public,1176.333296125016
Terengganu,2023-12-01,local_public,1253.9634377366972
Kedah,2023-12-01,local_public,1127.1480968330686
Sarawak,2023-12-01,local_public,1143.3161615628567
Pahang,2023-12-01,local_public,1034.0614622327123
W.P. Labuan,2023-12-01,local_public,1115.625197147295
Selangor,2023-12-01,local_public,961.1430876495416
Perak,2023-12-01,local_public,1150.2631748994852
Pulau Pinang,2023-12-01,local_public,1165.7112874352024
Perlis,2023-12-01,local_public,854.0043592863003
Melaka,2023-12-01,local_public,1254.2059989255415
Sabah,2023-12-01,local_public,1239.568742929065
Johor,2023-12-01,local_public,1255.1888090741913
Kelantan,2024-01-01,local_public,953.2139239736944
Negeri Sembilan,2024-01-01,local_public,898.8914040930777
Terengganu,2024-01-01,local_public,1270.1724741929706
Kedah,2024-01-01,local_public,1078.266085497993
Sarawak,2024-01-01,local_public,1089.1706921699626
Pahang,2024-01-01,local_public,1117.821416889248
W.P. Labuan,2024-01-01,local_public,1092.6171641903074
Selangor,2024-01-01,local_public,967.3595213808599
Perak,2024-01-01,local_public,1276.5478870797654
Pulau Pinang,2024-01-01,local_public,1214.025928904358
Perlis,2024-01-01,local_public,857.1986689717908
Melaka,2024-01-01,local_public,862.9420537522608
Sabah,2024-01-01,local_public,1158.0431394704776
Johor,2024-01-01,local_public,953.1525084528377
Kelantan,2024-02-01,local_public,943.3726657085423
Negeri Sembilan,2024-02-01,local_public,907.3413843703556
Terengganu,2024-02-01,local_public,968.8020146900931
Kedah,2024-02-01,local_public,1014.6119351598319
Sarawak,2024-02-01,local_public,1228.2121783133673
Pahang,2024-02-01,local_public,866.0609919458717
W.P. Labuan,2024-02-01,local_public,891.644818129904
Selangor,2024-02-01,local_public,1179.9650959194407
Perak,2024-02-01,local_public,1158.2383369274796
Pulau Pinang,2024-02-01,local_public,1190.5975065199516
Perlis,2024-02-01,local_public,855.9194776305261
Melaka,2024-02-01,local_public,969.2428870605542
Sabah,2024-02-01,local_public,890.3514104799411
Johor,2024-02-01,local_public,1121.4361270510742
Kelantan,2024-03-01,local_public,1019.374202590424
Negeri Sembilan,2024-03-01,local_public,1256.2317006701728
Terengganu,2024-03-01,local_public,1000.0718335006475
Kedah,2024-03-01,local_public,1346.9830407339198
Sarawak,2024-03-01,local_public,956.9032249741696
Pahang,2024-03-01,local_public,1344.6212198934347
W.P. Labuan,2024-03-01,local_public,1104.1107376974828
Selangor,2024-03-01,local_public,1126.9472278262153
Perak,2024-03-01,local_public,1367.869130675323
Pulau Pinang,2024-03-01,local_public,976.2006271135783
Perlis,2024-03-01,local_public,1141.1899597120466
Melaka,2024-03-01,local_public,1254.9193536621117
Sabah,2024-03-01,local_public,1067.8836903630367
Johor,2024-03-01,local_public,1355.5705190594401
Kelantan,2024-04-01,local_public,1125.6429377221166
Negeri Sembilan,2024-04-01,local_public,882.5426517108342
Terengganu,2024-04-01,local_public,1233.589122447032
Kedah,2024-04-01,local_public,999.8440627559698
Sarawak,2024-04-01,local_public,924.2915487107376
Pahang,2024-04-01,local_public,1243.6830609493838
W.P. Labuan,2024-04-01,local_public,935.0036995861557
Selangor,2024-04-01,local_public,1155.3865982169357
Perak,2024-04-01,local_public,1008.9486613933059
Pulau Pinang,2024-04-01,local_public,1009.3850245609626
Perlis,2024-04-01,local_public,1257.8103936697075
Melaka,2024-04-01,local_public,1222.1473188704588
Sabah,2024-04-01,local_public,1200.1294763187204
Johor,2024-04-01,local_public,1162.4039236461977
Kelantan,2024-05-01,local_public,953.5222944433748
Negeri Sembilan,2024-05-01,local_public,983.3400629161428
Terengganu,2024-05-01,local_public,1213.6352549498758
Kedah,2024-05-01,local_public,1138.6501658988982
Sarawak,2024-05-01,local_public,1319.3302567259693
Pahang,2024-05-01,local_public,1014.9687897391531
W.P. Labuan,2024-05-01,local_public,1113.854728380507
Selangor,2024-05-01,local_public,932.1383698624128
Perak,2024-05-01,local_public,940.2360466497536
Pulau Pinang,2024-05-01,local_public,1368.5297564374612
Perlis,2024-05-01,local_public,1198.5512822319552
Melaka,2024-05-01,local_public,1057.7187452732614
Sabah,2024-05-01,local_public,1386.4485485683365
Johor,2024-05-01,local_public,1312.002001278778
Kelantan,2024-06-01,local_public,961.3971777363363
Negeri Sembilan,2024-06-01,local_public,1001.1814155606575
Terengganu,2024-06-01,local_public,1228.0972780802729
Kedah,2024-06-01,local_public,1012.4132089915832
Sarawak,2024-06-01,local_public,1257.8674685016342
Pahang,2024-06-01,local_public,1053.9860103546962
W.P. Labuan,2024-06-01,local_public,1005.9748207788354
Selangor,2024-06-01,local_public,1158.17831179922
Perak,2024-06-01,local_public,901.6482251968965
Pulau Pinang,2024-06-01,local_public,1046.43452069807
Perlis,2024-06-01,local_public,1032.3436059381677
Melaka,2024-06-01,local_public,1025.5892547052106
Sabah,2024-06-01,local_public,1210.255903221012
Johor,2024-06-01,local_public,981.374012491071
Kelantan,2018-01-01,local_private,12.957183164261071
Negeri Sembilan,2018-01-01,local_private,13.226695535580681
Terengganu,2018-01-01,local_private,13.444176589383945
Kedah,2018-01-01,local_private,12.652536156679444
Sarawak,2018-01-01,local_private,15.491823474078053
Pahang,2018-01-01,local_private,13.0799223574561
W.P. Labuan,2018-01-01,local_private,12.537450818538161
Selangor,2018-01-01,local_private,10.989004932728113
Perak,2018-01-01,local_private,10.94105114109139
Pulau Pinang,2018-01-01,local_private,13.662271569322963
Perlis,2018-01-01,local_private,15.552356245590023
Melaka,2018-01-01,local_private,12.809252531079924
Sabah,2018-01-01,local_private,11.453002816394308
Johor,2018-01-01,local_private,14.00868432921099
Kelantan,2018-02-01,local_private,13.819025147812392
Negeri Sembilan,2018-02-01,local_private,11.425466923478824
Terengganu,2018-02-01,local_private,13.242108555128128
Kedah,2018-02-01,local_private,14.697746671396432
Sarawak,2018-02-01,local_private,10.570136600837834
Pahang,2018-02-01,local_private,13.057881468398376
W.P. Labuan,2018-02-01,local_private,10.123655976257837
Selangor,2018-02-01,local_private,13.555667055322033
Perak,2018-02-01,local_private,13.830510872948302
Pulau Pinang,2018-02-01,local_private,12.915215149117362
Perlis,2018-02-01,local_private,11.693691178149184
Melaka,2018-02-01,local_private,14.441438784211067
Sabah,2018-02-01,local_private,14.083561220803364
Johor,2018-02-01,local_private,11.764716846333446
Kelantan,2018-03-01,local_private,12.062136933914518
Negeri Sembilan,2018-03-01,local_private,12.453069952115271
Terengganu,2018-03-01,local_private,13.85291949717261
Kedah,2018-03-01,local_private,13.981486265585197
Sarawak,2018-03-01,local_private,13.599274890086656
Pahang,2018-03-01,local_private,14.929774243077011
W.P. Labuan,2018-03-01,local_private,11.739557453525196
Selangor,2018-03-01,local_private,11.008888639946106
Perak,2018-03-01,local_private,14.707237295425465
Pulau Pinang,2018-03-01,local_private,13.93991143430052
Perlis,2018-03-01,local_private,13.083215960598864
Melaka,2018-03-01,local_private,13.609448491206878
Sabah,2018-03-01,local_private,12.891970939231472
Johor,2018-03-01,local_private,11.754864524889607
Kelantan,2018-04-01,local_private,13.70497070222329
Negeri Sembilan,2018-04-01,local_private,11.394986484710088
Terengganu,2018-04-01,local_private,9.439795413581967
Kedah,2018-04-01,local_private,9.759272961359125
Sarawak,2018-04-01,local_private,10.775490172343515
Pahang,2018-04-01,local_private,11.731459872846273
W.P. Labuan,2018-04-01,local_private,12.006817110523228
Selangor,2018-04-01,local_private,12.034099649025125
Perak,2018-04-01,local_private,13.807583803186155
Pulau Pinang,2018-04-01,local_private,12.948300677073926
Perlis,2018-04-01,local_private,13.643021965472762
Melaka,2018-04-01,local_private,9.950328908602655
Sabah,2018-04-01,local_private,12.852163847880771
Johor,2018-04-01,local_private,10.485319864250428
Kelantan,2018-05-01,local_private,10.215722866844438
Negeri Sembilan,2018-05-01,local_private,11.623913284194051
Terengganu,2018-05-01,local_private,10.660022668059606
Kedah,2018-05-01,local_private,12.323590897775478
Sarawak,2018-05-01,local_private,10.505709561535538
Pahang,2018-05-01,local_private,10.296498729801986
W.P. Labuan,2018-05-01,local_private,9.666793834592287
Selangor,2018-05-01,local_private,12.130395996396883
Perak,2018-05-01,local_private,11.56233466476264
Pulau Pinang,2018-05-01,local_private,11.76373877091926
Perlis,2018-05-01,local_private,12.639077207176559
Melaka,2018-05-01,local_private,9.725078525003703
Sabah,2018-05-01,local_private,12.202198279260148
Johor,2018-05-01,local_private,11.992672857321551
Kelantan,2018-06-01,local_private,9.047587998931698
Negeri Sembilan,2018-06-01,local_private,13.272421349207349
Terengganu,2018-06-01,local_private,10.710039308385767
Kedah,2018-06-01,local_private,12.164778883989085
Sarawak,2018-06-01,local_private,9.594374295590972
Pahang,2018-06-01,local_private,10.491702443360818
W.P. Labuan,2018-06-01,local_private,9.817228381256836
Selangor,2018-06-01,local_private,9.630478097948817
Perak,2018-06-01,local_private,11.069575349381932
Pulau Pinang,2018-06-01,local_private,10.736685465729744
Perlis,2018-06-01,local_private,10.919182771077876
Melaka,2018-06-01,local_private,10.576430213239837
Sabah,2018-06-01,local_private,11.364914617214627
Johor,2018-06-01,local_private,10.602399975673363
Kelantan,2018-07-01,local_private,12.134572500862825
Negeri Sembilan,2018-07-01,local_private,9.66284107345436
Terengganu,2018-07-01,local_private,12.29325444617779
Kedah,2018-07-01,local_private,9.698432221256837
Sarawak,2018-07-01,local_private,9.10283680735192
Pahang,2018-07-01,local_private,11.992326428521238
W.P. Labuan,2018-07-01,local_private,12.166619352661069
Selangor,2018-07-01,local_private,10.507289810169373
Perak,2018-07-01,local_private,10.314057372668186
Pulau Pinang,2018-07-01,local_private,10.484253752346184
Perlis,2018-07-01,local_private,12.174128379867701
Melaka,2018-07-01,local_private,13.270726961915022
Sabah,2018-07-01,local_private,11.431002758158158
Johor,2018-07-01,local_private,9.422259451135393
Kelantan,2018-08-01,local_private,9.844419729657236
Negeri Sembilan,2018-08-01,local_private,11.64089393968353
Terengganu,2018-08-01,local_private,9.850406279946304
Kedah,2018-08-01,local_private,12.829988243279374
Sarawak,2018-08-01,local_private,11.18620666381283
Pahang,2018-08-01,local_private,11.075316686535936
W.P. Labuan,2018-08-01,local_private,12.446090098052563
Selangor,2018-08-01,local_private,12.224305803112294
Perak,2018-08-01,local_private,11.529498979473338
Pulau Pinang,2018-08-01,local_private,11.494594233495677
Perlis,2018-08-01,local_private,9.603821776682953
Melaka,2018-08-01,local_private,11.353404782502135
Sabah,2018-08-01,local_private,9.480381752374438
Johor,2018-08-01,local_private,12.47406325292064
Kelantan,2018-09-01,local_private,9.838147381499786
Negeri Sembilan,2018-09-01,local_private,12.732146709076117
Terengganu,2018-09-01,local_private,9.687634309079904
Kedah,2018-09-01,local_private,9.050664144871206
Sarawak,2018-09-01,local_private,11.44114220554447
Pahang,2018-09-01,local_private,12.545264995708687
W.P. Labuan,2018-09-01,local_private,11.613197154002048
Selangor,2018-09-01,local_private,8.978433871925931
Perak,2018-09-01,local_private,12.578911979990696
Pulau Pinang,2018-09-01,local_private,12.901678536167866
Perlis,2018-09-01,local_private,10.364704544621913
Melaka,2018-09-01,local_private,11.371994860890991
Sabah,2018-09-01,local_private,12.897799540302692
Johor,2018-09-01,local_private,9.327819803894162
Kelantan,2018-10-01,local_private,10.726457738653803
Negeri Sembilan,2018-10-01,local_private,15.12827144293394
Terengganu,2018-10-01,local_private,14.365874529779632
Kedah,2018-10-01,local_private,12.23555590435801
Sarawak,2018-10-01,local_private,11.696685175276745
Pahang,2018-10-01,local_private,14.514519275088336
W.P. Labuan,2018-10-01,local_private,12.818584622647785
Selangor,2018-10-01,local_private,14.476539747628655
Perak,2018-10-01,local_private,10.14523142219649
Pulau Pinang,2018-10-01,local_private,12.544050776821093
Perlis,2018-10-01,local_private,11.36860933571851
Melaka,2018-10-01,local_private,13.190711768848303
Sabah,2018-10-01,local_private,10.266606723041102
Johor,2018-10-01,local_private,13.75567399493343
Kelantan,2018-11-01,local_private,14.62023985298191
Negeri Sembilan,2018-11-01,local_private,15.05520089095941
Terengganu,2018-11-01,local_private,15.066167129299641
Kedah,2018-11-01,local_private,12.061054589687151
Sarawak,2018-11-01,local_private,13.576705178692075
Pahang,2018-11-01,local_private,11.60325762816439
W.P. Labuan,2018-11-01,local_private,13.168731195381605
Selangor,2018-11-01,local_private,13.84477138970045
Perak,2018-11-01,local_private,11.3254439998127
Pulau Pinang,2018-11-01,local_private,10.392651706923735
Perlis,2018-11-01,local_private,15.276951795904642
Melaka,2018-11-01,local_private,12.070851183071575
Sabah,2018-11-01,local_private,11.222822988674158
Johor,2018-11-01,local_private,12.365971558792324
Kelantan,2018-12-01,local_private,15.62647947926109
Negeri Sembilan,2018-12-01,local_private,13.296915357498605
Terengganu,2018-12-01,local_private,14.111728431914203
Kedah,2018-12-01,local_private,13.141309726899143
Sarawak,2018-12-01,local_private,12.570221975394581
Pahang,2018-12-01,local_private,14.120370659093497
W.P. Labuan,2018-12-01,local_private,16.064889943150515
Selangor,2018-12-01,local_private,15.942947146756207
Perak,2018-12-01,local_private,13.592093867830831
Pulau Pinang,2018-12-01,local_private,15.35137337024582
Perlis,2018-12-01,local_private,16.330670395126067
Melaka,2018-12-01,local_private,15.841942840946626
Sabah,2018-12-01,local_private,15.479634576624639
Johor,2018-12-01,local_private,13.706829109845383
Kelantan,2019-01-01,local_private,13.762529039827673
Negeri Sembilan,2019-01-01,local_private,12.91190113401543
Terengganu,2019-01-01,local_private,10.959224927965552
Kedah,2019-01-01,local_private,13.71941623442544
Sarawak,2019-01-01,local_private,11.302692754709796
Pahang,2019-01-01,local_private,13.997082779323183
W.P. Labuan,2019-01-01,local_private,11.934492051555317
Selangor,2019-01-01,local_private,12.730332502763819
Perak,2019-01-01,local_private,11.885033971820482
Pulau Pinang,2019-01-01,local_private,12.19981736630773
Perlis,2019-01-01,local_private,12.526781861362176
Melaka,2019-01-01,local_private,14.852288705032588
Sabah,2019-01-01,local_private,11.751977676426465
Johor,2019-01-01,local_private,10.830329751244903
Kelantan,2019-02-01,local_private,13.204537700234129
Negeri Sembilan,2019-02-01,local_private,9.682308166319558
Terengganu,2019-02-01,local_private,11.111255928267083
Kedah,2019-02-01,local_private,11.620964901070481
Sarawak,2019-02-01,local_private,10.967248779041332
Pahang,2019-02-01,local_private,12.706253547577141
W.P. Labuan,2019-02-01,local_private,12.677345794617395
Selangor,2019-02-01,local_private,10.136352391457562
Perak,2019-02-01,local_private,10.319788905207405
Pulau Pinang,2019-02-01,local_private,10.823348589051806
Perlis,2019-02-01,local_private,9.793637675845616
Melaka,2019-02-01,local_private,13.640847766108866
Sabah,2019-02-01,local_private,13.156286314434317
Johor,2019-02-01,local_private,10.315968706037028
Kelantan,2019-03-01,local_private,11.293679150001726
Negeri Sembilan,2019-03-01,local_private,14.418993757431451
Terengganu,2019-03-01,local_private,10.739983380642919
Kedah,2019-03-01,local_private,13.3200850251977
Sarawak,2019-03-01,local_private,14.815878245505795
Pahang,2019-03-01,local_private,12.058615025935428
W.P. Labuan,2019-03-01,local_private,12.808925449874481
Selangor,2019-03-01,local_private,14.49866981073387
Perak,2019-03-01,local_private,15.435001684835232
Pulau Pinang,2019-03-01,local_private,11.1026697319002
Perlis,2019-03-01,local_private,14.074988729094132
Melaka,2019-03-01,local_private,11.068387833179699
Sabah,2019-03-01,local_private,11.985951339898104
Johor,2019-03-01,local_private,13.06178400047665
Kelantan,2019-04-01,local_private,14.391174005295204
Negeri Sembilan,2019-04-01,local_private,14.839414545541326
Terengganu,2019-04-01,local_private,12.10584053762623
Kedah,2019-04-01,local_private,10.368809641838022
Sarawak,2019-04-01,local_private,14.252174535115948
Pahang,2019-04-01,local_private,14.878992128486901
W.P. Labuan,2019-04-01,local_private,15.388770941716917
Selangor,2019-04-01,local_private,15.299735721773855
Perak,2019-04-01,local_private,14.217807877873376
Pulau Pinang,2019-04-01,local_private,11.60515240275061
Perlis,2019-04-01,local_private,11.191485083279785
Melaka,2019-04-01,local_private,14.079397413129081
Sabah,2019-04-01,local_private,10.906034811138065
Johor,2019-04-01,local_private,11.362470120607261
Kelantan,2019-05-01,local_private,10.587783003677757
Negeri Sembilan,2019-05-01,local_private,14.504882007373551
Terengganu,2019-05-01,local_private,13.825431783464902
Kedah,2019-05-01,local_private,11.87465759740493
Sarawak,2019-05-01,local_private,14.629527494522478
Pahang,2019-05-01,local_private,15.47039968154386
W.P. Labuan,2019-05-01,local_private,15.618667407485535
Selangor,2019-05-01,local_private,11.472547644250794
Perak,2019-05-01,local_private,15.769421033063558
Pulau Pinang,2019-05-01,local_private,15.449904304870318
Perlis,2019-05-01,local_private,11.441287870532356
Melaka,2019-05-01,local_private,13.786610591586207
Sabah,2019-05-01,local_private,15.54764687398853
Johor,2019-05-01,local_private,14.569040571735544
Kelantan,2019-06-01,local_private,12.330137438026853
Negeri Sembilan,2019-06-01,local_private,13.921243197448625
Terengganu,2019-06-01,local_private,12.741298547318863
Kedah,2019-06-01,local_private,11.696408774310452
Sarawak,2019-06-01,local_private,11.31529828029791
Pahang,2019-06-01,local_private,10.55485103061545
W.P. Labuan,2019-06-01,local_private,10.49509175296536
Selangor,2019-06-01,local_private,12.011941362024038
Perak,2019-06-01,local_private,15.013570238333822
Pulau Pinang,2019-06-01,local_private,11.351609199158066
Perlis,2019-06-01,local_private,13.153408188763972
Melaka,2019-06-01,local_private,13.381239586977724
Sabah,2019-06-01,local_private,14.770055756918863
Johor,2019-06-01,local_private,13.260234972953965
Kelantan,2019-07-01,local_private,14.728919558549537
Negeri Sembilan,2019-07-01,local_private,13.364070924896925
Terengganu,2019-07-01,local_private,15.112472284868122
Kedah,2019-07-01,local_private,14.321058949865616
Sarawak,2019-07-01,local_private,14.944947584698033
Pahang,2019-07-01,local_private,11.667594841299664
W.P. Labuan,2019-07-01,local_private,10.919000908094022
Selangor,2019-07-01,local_private,14.502327165646822
Perak,2019-07-01,local_private,13.604698412775521
Pulau Pinang,2019-07-01,local_private,12.332209840775501
Perlis,2019-07-01,local_private,12.193671258544956
Melaka,2019-07-01,local_private,13.280727573980824
Sabah,2019-07-01,local_private,13.656850265021598
Johor,2019-07-01,local_private,10.731519684159354
Kelantan,2019-08-01,local_private,13.730709247168686
Negeri Sembilan,2019-08-01,local_private,14.80351816430519
Terengganu,2019-08-01,local_private,11.932503405678391
Kedah,2019-08-01,local_private,11.820323386065592
Sarawak,2019-08-01,local_private,10.923446484490976
Pahang,2019-08-01,local_private,10.517982132572108
W.P. Labuan,2019-08-01,local_private,13.328720442250201
Selangor,2019-08-01,local_private,14.781885696431615
Perak,2019-08-01,local_private,13.638202702510416
Pulau Pinang,2019-08-01,local_private,14.100479795951836
Perlis,2019-08-01,local_private,13.239157096149967
Melaka,2019-08-01,local_private,12.172522546737767
Sabah,2019-08-01,local_private,10.966878769830126
Johor,2019-08-01,local_private,11.370475285627071
Kelantan,2019-09-01,local_private,14.232024144105663
Negeri Sembilan,2019-09-01,local_private,14.002070684038678
Terengganu,2019-09-01,local_private,12.798622847100969
Kedah,2019-09-01,local_private,13.133835933239961
